epoch,psnr,ssim,lpips,psnr_y,ssim_y,train_loss
1,14.1894,0.1914,0.6737,nan,nan,0.492804
1,14.0538,0.2015,0.6795,nan,nan,0.492685
1,13.6059,0.1825,0.6816,nan,nan,0.493484
1,14.3385,0.1863,0.6915,nan,nan,0.493322
1,14.3103,0.1957,0.6789,nan,nan,0.492612
1,13.8495,0.1873,0.6724,nan,nan,0.493343
1,14.5489,0.2026,0.6974,nan,nan,0.492905
1,13.8357,0.1787,0.7115,nan,nan,0.493478
1,14.0257,0.1885,0.7079,nan,nan,0.492570
1,13.9128,0.1818,0.6853,nan,nan,0.491915
1,14.2757,0.1907,0.6818,nan,nan,0.492525
1,14.0431,0.1929,0.6790,nan,nan,0.491834
1,14.2012,0.1930,0.6916,nan,nan,0.492857
1,14.2085,0.1971,0.6861,nan,nan,0.492687
1,13.8891,0.1860,0.6787,nan,nan,0.492052
1,14.0347,0.1873,0.6765,nan,nan,0.492770
1,14.0627,0.1870,0.7006,nan,nan,0.493479
1,13.7054,0.1806,0.6876,nan,nan,0.492557
1,14.2323,0.1951,0.6875,nan,nan,0.491818
1,14.2103,0.2044,0.6871,nan,nan,0.492757
1,14.0412,0.1929,0.6794,nan,nan,0.493818
1,13.6046,0.1869,0.6790,nan,nan,0.494250
1,14.4966,0.2112,0.6647,nan,nan,0.493347
1,13.9961,0.1807,0.6772,nan,nan,0.494448
1,14.3539,0.1989,0.6908,nan,nan,0.493719
1,13.9672,0.1976,0.6790,nan,nan,0.493714
1,13.5232,0.1844,0.6732,nan,nan,0.493873
1,13.9941,0.1889,0.6892,nan,nan,0.493525
1,14.4778,0.1969,0.6919,nan,nan,0.494537
1,13.8228,0.1817,0.6823,nan,nan,0.495102
1,14.3671,0.1973,0.7134,nan,nan,0.495835
1,13.9305,0.1940,0.6869,nan,nan,0.496242
1,14.3721,0.1970,0.6850,nan,nan,0.496109
1,14.2606,0.1918,0.7048,nan,nan,0.495408
1,14.1140,0.1830,0.6762,nan,nan,0.495622
1,13.8163,0.1814,0.6944,nan,nan,0.495106
1,13.9509,0.1877,0.6984,nan,nan,0.495300
1,13.7268,0.1827,0.6887,nan,nan,0.495128
1,14.0512,0.1918,0.6880,nan,nan,0.495451
1,13.7322,0.1737,0.7049,nan,nan,0.495198
1,14.2591,0.1973,0.6946,nan,nan,0.494875
1,13.8934,0.1819,0.6757,nan,nan,0.495558
1,14.4384,0.2027,0.6830,nan,nan,0.494680
1,13.7221,0.1759,0.7031,nan,nan,0.495570
1,13.4084,0.1822,0.6918,nan,nan,0.495309
1,14.0343,0.1921,0.6972,nan,nan,0.495910
1,14.6275,0.2020,0.6950,nan,nan,0.495350
1,13.8702,0.1816,0.6919,nan,nan,0.495705
1,14.3720,0.1855,0.6995,nan,nan,0.496639
1,13.3229,0.1771,0.6887,nan,nan,0.496613
1,13.5645,0.1846,0.6952,nan,nan,0.495792
1,14.5228,0.1990,0.6899,nan,nan,0.496223
1,13.2036,0.1824,0.6950,nan,nan,0.495366
1,14.1936,0.1877,0.6860,nan,nan,0.496150
1,14.1187,0.1881,0.6923,nan,nan,0.495730
1,14.2497,0.1929,0.6858,nan,nan,0.496531
1,13.7869,0.1818,0.6921,nan,nan,0.495866
1,13.4619,0.1805,0.6914,nan,nan,0.495099
1,13.5135,0.1748,0.7041,nan,nan,0.494501
1,14.3033,0.1871,0.7147,nan,nan,0.493851
1,13.8704,0.1843,0.6719,nan,nan,0.493733
1,13.8660,0.1854,0.7127,nan,nan,0.493092
1,13.7699,0.1891,0.6908,nan,nan,0.493679
1,13.8026,0.1807,0.7053,nan,nan,0.493928
1,14.0933,0.1829,0.7094,nan,nan,0.494694
1,14.1351,0.1830,0.6955,nan,nan,0.494119
1,13.8057,0.1862,0.7065,nan,nan,0.493948
1,14.3005,0.1991,0.6855,nan,nan,0.493948
1,13.6132,0.1682,0.6992,nan,nan,0.494007
1,14.0245,0.1833,0.7073,nan,nan,0.493654
1,13.4103,0.1728,0.6928,nan,nan,0.492869
1,14.0146,0.1872,0.7075,nan,nan,0.492732
1,13.5388,0.1794,0.7058,nan,nan,0.493308
1,14.2108,0.1930,0.6709,nan,nan,0.493024
1,13.8639,0.1839,0.6775,nan,nan,0.492464
1,13.2032,0.1699,0.6956,nan,nan,0.491683
1,14.0387,0.1834,0.7189,nan,nan,0.492446
1,13.4374,0.1753,0.7114,nan,nan,0.491612
1,13.5278,0.1791,0.7164,nan,nan,0.492324
1,13.4545,0.1737,0.7018,nan,nan,0.491915
1,14.0522,0.1973,0.6839,nan,nan,0.492848
1,13.8910,0.1851,0.7051,nan,nan,0.492498
1,14.2524,0.1843,0.7150,nan,nan,0.493358
1,13.7673,0.1881,0.7022,nan,nan,0.493664
1,13.7935,0.1780,0.6971,nan,nan,0.492856
1,13.8377,0.1877,0.6892,nan,nan,0.493775
1,13.9324,0.1795,0.7155,nan,nan,0.492970
1,14.2217,0.1853,0.6917,nan,nan,0.493483
1,14.3087,0.1932,0.6944,nan,nan,0.494160
1,13.3008,0.1763,0.7132,nan,nan,0.493452
1,13.5969,0.1810,0.6815,nan,nan,0.494368
1,14.1802,0.1873,0.7239,nan,nan,0.494330
1,13.9592,0.1847,0.7000,nan,nan,0.493575
1,13.6453,0.1782,0.6964,nan,nan,0.494058
1,13.4366,0.1750,0.6975,nan,nan,0.494855
1,14.2407,0.1949,0.6967,nan,nan,0.494047
1,14.0692,0.1880,0.7034,nan,nan,0.493302
1,13.9940,0.1843,0.7229,nan,nan,0.492819
1,13.6057,0.1801,0.6952,nan,nan,0.493783
1,14.0589,0.1868,0.6858,nan,nan,0.493251
1,13.5885,0.1761,0.7161,nan,nan,0.493712
1,13.9353,0.1847,0.6929,nan,nan,0.494601
1,13.9050,0.1864,0.7090,nan,nan,0.494711
1,14.0297,0.1822,0.7095,nan,nan,0.494607
1,14.1147,0.1801,0.7044,nan,nan,0.493925
1,13.7555,0.1776,0.6854,nan,nan,0.494388
1,13.6237,0.1780,0.7064,nan,nan,0.494876
1,14.2714,0.1867,0.7133,nan,nan,0.494828
1,14.1704,0.1883,0.7030,nan,nan,0.495258
1,13.4841,0.1755,0.7053,nan,nan,0.495196
1,13.5156,0.1753,0.6953,nan,nan,0.495976
1,13.4578,0.1683,0.7217,nan,nan,0.496423
1,14.1617,0.1886,0.7027,nan,nan,0.496691
1,13.7829,0.1701,0.7244,nan,nan,0.495931
1,13.4252,0.1739,0.7116,nan,nan,0.495243
1,13.6223,0.1739,0.7215,nan,nan,0.496092
1,13.4117,0.1783,0.6983,nan,nan,0.495850
1,13.8520,0.1797,0.7087,nan,nan,0.495723
1,13.5716,0.1822,0.7172,nan,nan,0.495364
1,13.8608,0.1764,0.7123,nan,nan,0.495509
1,13.1553,0.1737,0.6969,nan,nan,0.496262
1,13.7482,0.1712,0.6997,nan,nan,0.496315
1,13.6572,0.1762,0.7211,nan,nan,0.496090
1,13.8794,0.1803,0.7253,nan,nan,0.495445
1,13.7818,0.1736,0.7041,nan,nan,0.495157
1,13.4909,0.1749,0.7304,nan,nan,0.495839
1,13.6524,0.1689,0.7051,nan,nan,0.496212
1,13.3322,0.1729,0.7018,nan,nan,0.496365
1,13.8154,0.1732,0.7159,nan,nan,0.495653
1,13.5461,0.1781,0.7314,nan,nan,0.494991
1,13.8070,0.1783,0.6947,nan,nan,0.494435
1,13.6248,0.1709,0.7103,nan,nan,0.493758
1,13.3723,0.1694,0.6923,nan,nan,0.493708
1,13.6468,0.1767,0.6881,nan,nan,0.494554
1,13.8556,0.1772,0.7000,nan,nan,0.494147
1,13.4891,0.1777,0.7086,nan,nan,0.493398
1,13.1911,0.1645,0.7293,nan,nan,0.492815
1,13.6244,0.1769,0.6994,nan,nan,0.492744
1,14.0593,0.1863,0.7093,nan,nan,0.492767
1,13.4140,0.1749,0.7091,nan,nan,0.492967
1,13.5017,0.1667,0.7272,nan,nan,0.493705
1,13.6489,0.1744,0.7137,nan,nan,0.493478
1,14.2015,0.1890,0.6863,nan,nan,0.493286
1,13.6170,0.1735,0.7095,nan,nan,0.492958
1,13.7269,0.1741,0.6953,nan,nan,0.492564
1,13.5352,0.1756,0.7154,nan,nan,0.491839
1,13.7560,0.1644,0.7004,nan,nan,0.491658
1,14.0281,0.1826,0.7061,nan,nan,0.492269
1,13.5073,0.1777,0.7083,nan,nan,0.492988
1,13.8010,0.1730,0.7135,nan,nan,0.492631
1,13.1585,0.1708,0.7174,nan,nan,0.493419
1,13.0938,0.1686,0.7251,nan,nan,0.493157
1,13.8616,0.1855,0.6958,nan,nan,0.493288
1,13.7045,0.1788,0.7234,nan,nan,0.492720
1,13.5397,0.1780,0.7064,nan,nan,0.492026
1,13.5246,0.1712,0.7142,nan,nan,0.492852
1,13.2614,0.1673,0.7091,nan,nan,0.493454
1,13.7038,0.1874,0.7047,nan,nan,0.494275
1,13.5411,0.1709,0.7262,nan,nan,0.494143
1,13.3804,0.1700,0.7101,nan,nan,0.493454
1,13.4773,0.1714,0.7260,nan,nan,0.493242
1,13.7381,0.1726,0.7223,nan,nan,0.492692
1,13.3043,0.1658,0.7175,nan,nan,0.492283
1,13.9245,0.1781,0.7223,nan,nan,0.492673
1,13.8624,0.1775,0.7201,nan,nan,0.493180
1,13.5349,0.1737,0.7071,nan,nan,0.493876
1,13.6747,0.1812,0.7129,nan,nan,0.494702
1,13.5652,0.1748,0.7030,nan,nan,0.495230
1,13.6259,0.1813,0.7128,nan,nan,0.495750
1,13.7332,0.1800,0.7068,nan,nan,0.495759
1,13.5410,0.1777,0.7055,nan,nan,0.496145
1,13.1287,0.1666,0.7072,nan,nan,0.496933
1,13.5313,0.1719,0.7281,nan,nan,0.496998
1,13.6245,0.1701,0.6962,nan,nan,0.496373
1,13.6047,0.1689,0.7055,nan,nan,0.496248
1,13.8611,0.1767,0.7147,nan,nan,0.496935
1,13.7685,0.1769,0.7305,nan,nan,0.496484
1,13.3996,0.1672,0.6838,nan,nan,0.496509
1,13.1702,0.1646,0.7053,nan,nan,0.495884
1,13.9875,0.1771,0.7228,nan,nan,0.496683
1,13.2599,0.1667,0.7295,nan,nan,0.496583
1,13.7575,0.1852,0.6975,nan,nan,0.497408
1,13.3943,0.1715,0.7100,nan,nan,0.498019
1,14.0535,0.1855,0.6969,nan,nan,0.497668
1,13.6364,0.1797,0.7079,nan,nan,0.497975
1,13.7384,0.1826,0.7418,nan,nan,0.498768
1,13.5680,0.1717,0.7041,nan,nan,0.498300
1,13.2438,0.1657,0.7105,nan,nan,0.498771
1,13.4773,0.1712,0.7180,nan,nan,0.498532
1,13.8515,0.1712,0.7392,nan,nan,0.498393
1,13.3875,0.1731,0.7130,nan,nan,0.498896
1,13.9728,0.1801,0.7321,nan,nan,0.498403
1,13.2831,0.1694,0.7121,nan,nan,0.499109
1,13.6936,0.1742,0.7107,nan,nan,0.499867
1,13.3276,0.1691,0.7089,nan,nan,0.499453
1,14.3264,0.1866,0.7164,nan,nan,0.498960
1,13.7423,0.1778,0.7269,nan,nan,0.498847
1,13.8136,0.1767,0.7362,nan,nan,0.498564
1,13.5912,0.1789,0.6911,nan,nan,0.498029
1,13.7817,0.1736,0.7273,nan,nan,0.497629
1,13.6089,0.1840,0.7056,nan,nan,0.496941
1,13.7466,0.1794,0.6911,nan,nan,0.496425
1,13.3755,0.1619,0.7281,nan,nan,0.495753
1,13.1793,0.1673,0.6994,nan,nan,0.495926
1,13.1231,0.1677,0.7084,nan,nan,0.495316
1,13.5456,0.1803,0.6954,nan,nan,0.494680
1,13.7127,0.1805,0.7069,nan,nan,0.494651
1,13.9498,0.1834,0.6992,nan,nan,0.494136
1,13.7822,0.1938,0.6998,nan,nan,0.494114
1,13.7755,0.1803,0.7158,nan,nan,0.493530
1,13.8708,0.1850,0.7166,nan,nan,0.492914
1,14.1034,0.1844,0.7133,nan,nan,0.492681
1,13.6926,0.1805,0.6997,nan,nan,0.493175
1,13.8618,0.1743,0.7355,nan,nan,0.493877
1,13.5971,0.1804,0.6821,nan,nan,0.494391
1,13.7369,0.1840,0.7246,nan,nan,0.495114
1,13.1752,0.1671,0.7235,nan,nan,0.495184
1,13.6930,0.1769,0.7163,nan,nan,0.495301
1,13.5279,0.1749,0.6921,nan,nan,0.495604
1,13.7275,0.1782,0.6882,nan,nan,0.494990
1,13.6805,0.1759,0.7235,nan,nan,0.495202
1,13.8923,0.1758,0.7185,nan,nan,0.495588
1,13.6750,0.1778,0.7393,nan,nan,0.496287
1,13.7196,0.1758,0.7195,nan,nan,0.496916
1,13.6933,0.1766,0.7067,nan,nan,0.496775
1,13.7833,0.1771,0.7061,nan,nan,0.496811
1,13.9368,0.1758,0.7203,nan,nan,0.496158
1,13.8927,0.1873,0.7219,nan,nan,0.495884
1,13.7358,0.1754,0.7093,nan,nan,0.495955
1,13.7777,0.1757,0.7025,nan,nan,0.496167
1,13.9635,0.1821,0.6837,nan,nan,0.496518
1,13.7314,0.1713,0.7021,nan,nan,0.496221
1,13.8486,0.1805,0.7151,nan,nan,0.496919
1,13.2990,0.1632,0.7084,nan,nan,0.497677
1,13.6578,0.1706,0.7174,nan,nan,0.497294
1,13.7636,0.1703,0.7103,nan,nan,0.496733
1,13.6702,0.1741,0.7324,nan,nan,0.497102
1,13.8060,0.1733,0.7026,nan,nan,0.497259
1,13.2037,0.1707,0.7239,nan,nan,0.496845
1,13.7340,0.1844,0.7214,nan,nan,0.496941
1,13.3423,0.1645,0.7246,nan,nan,0.496930
1,13.6172,0.1775,0.7160,nan,nan,0.497043
1,13.7855,0.1703,0.7050,nan,nan,0.497215
1,13.7819,0.1748,0.7174,nan,nan,0.497833
1,13.5401,0.1691,0.7070,nan,nan,0.497823
1,14.1579,0.1867,0.6971,nan,nan,0.497560
1,13.5434,0.1721,0.7138,nan,nan,0.498081
1,13.5947,0.1739,0.7118,nan,nan,0.497559
1,13.6179,0.1772,0.6838,nan,nan,0.498156
1,13.2651,0.1677,0.7064,nan,nan,0.498751
1,13.9279,0.1818,0.7243,nan,nan,0.498644
1,13.8614,0.1796,0.7161,nan,nan,0.498246
1,13.9167,0.1777,0.7065,nan,nan,0.497628
1,13.2999,0.1710,0.7278,nan,nan,0.498033
1,13.5661,0.1719,0.7488,nan,nan,0.497756
1,13.6810,0.1729,0.7014,nan,nan,0.498471
1,13.8034,0.1851,0.7166,nan,nan,0.498684
1,13.5953,0.1783,0.7200,nan,nan,0.499427
1,13.6888,0.1803,0.7063,nan,nan,0.499041
1,14.1983,0.1860,0.7197,nan,nan,0.498991
1,13.8754,0.1841,0.7110,nan,nan,0.499528
1,13.7774,0.1797,0.7034,nan,nan,0.499250
1,14.2703,0.1964,0.6920,nan,nan,0.498850
1,13.9509,0.1792,0.6983,nan,nan,0.498343
1,13.6733,0.1777,0.7242,nan,nan,0.498328
1,13.5651,0.1747,0.6990,nan,nan,0.498057
1,13.2607,0.1634,0.7049,nan,nan,0.498385
1,13.7537,0.1730,0.7086,nan,nan,0.498397
1,13.7989,0.1755,0.7059,nan,nan,0.498444
1,14.1340,0.1813,0.7175,nan,nan,0.499015
1,13.3763,0.1776,0.7178,nan,nan,0.498394
1,13.7959,0.1809,0.7201,nan,nan,0.498942
1,14.4131,0.1982,0.6964,nan,nan,0.499526
1,13.4772,0.1727,0.7200,nan,nan,0.499172
1,13.4684,0.1778,0.7237,nan,nan,0.498685
1,13.5516,0.1772,0.7214,nan,nan,0.498067
1,13.6851,0.1825,0.6953,nan,nan,0.497960
1,13.3759,0.1668,0.7059,nan,nan,0.497359
1,13.8222,0.1873,0.7043,nan,nan,0.497596
1,13.5188,0.1783,0.6959,nan,nan,0.497666
1,13.3320,0.1744,0.7408,nan,nan,0.497052
1,13.6717,0.1804,0.7134,nan,nan,0.496479
1,13.7665,0.1758,0.7174,nan,nan,0.496302
1,14.0913,0.1881,0.6873,nan,nan,0.495789
1,13.8228,0.1961,0.6937,nan,nan,0.495457
1,13.8946,0.1780,0.7011,nan,nan,0.495494
1,14.2291,0.1837,0.6850,nan,nan,0.495259
1,13.6317,0.1766,0.7124,nan,nan,0.494682
1,13.6812,0.1788,0.7139,nan,nan,0.494199
1,13.8762,0.1784,0.7315,nan,nan,0.493752
1,13.8026,0.1814,0.7013,nan,nan,0.493269
1,13.4686,0.1733,0.7043,nan,nan,0.493090
1,13.5831,0.1756,0.7179,nan,nan,0.493445
1,13.7264,0.1810,0.7053,nan,nan,0.493440
1,14.0807,0.1920,0.7077,nan,nan,0.494072
1,13.5997,0.1736,0.7069,nan,nan,0.493795
1,13.5243,0.1767,0.7123,nan,nan,0.493927
1,14.0746,0.1884,0.6956,nan,nan,0.494462
1,13.2457,0.1755,0.7080,nan,nan,0.495155
1,13.9612,0.1809,0.7193,nan,nan,0.495152
1,13.7080,0.1740,0.7234,nan,nan,0.494617
1,14.0344,0.1893,0.7085,nan,nan,0.494503
1,13.6791,0.1716,0.7069,nan,nan,0.494908
1,13.7521,0.1751,0.7160,nan,nan,0.494384
1,13.3906,0.1772,0.6846,nan,nan,0.494990
1,13.7041,0.1739,0.7200,nan,nan,0.494863
1,13.6581,0.1789,0.7108,nan,nan,0.495033
1,13.7207,0.1745,0.7034,nan,nan,0.495564
1,13.4057,0.1717,0.7287,nan,nan,0.496241
1,13.8279,0.1836,0.7054,nan,nan,0.495715
1,13.3692,0.1782,0.7075,nan,nan,0.496237
1,14.1275,0.1884,0.7261,nan,nan,0.495899
1,13.8097,0.1788,0.7080,nan,nan,0.496548
1,13.2220,0.1759,0.7148,nan,nan,0.497062
1,14.1762,0.1848,0.7307,nan,nan,0.496910
1,13.9487,0.1767,0.7304,nan,nan,0.496864
1,13.8128,0.1832,0.7119,nan,nan,0.496679
1,13.8139,0.1868,0.6987,nan,nan,0.496326
1,13.5990,0.1789,0.6971,nan,nan,0.496091
1,13.8454,0.1784,0.7076,nan,nan,0.495502
1,13.6332,0.1746,0.7186,nan,nan,0.495284
1,13.9488,0.1835,0.6978,nan,nan,0.494701
1,13.6458,0.1777,0.7192,nan,nan,0.495111
1,13.7264,0.1825,0.7133,nan,nan,0.495783
1,13.6627,0.1732,0.7025,nan,nan,0.496448
1,13.6119,0.1781,0.7274,nan,nan,0.495922
1,13.6415,0.1712,0.7150,nan,nan,0.496222
1,13.7589,0.1782,0.6937,nan,nan,0.495664
1,13.5023,0.1776,0.7040,nan,nan,0.496103
1,13.5891,0.1826,0.7002,nan,nan,0.496125
1,13.9079,0.1790,0.7226,nan,nan,0.495973
1,14.1891,0.1856,0.7208,nan,nan,0.496547
1,13.2008,0.1703,0.7161,nan,nan,0.496290
1,13.7151,0.1760,0.7249,nan,nan,0.495712
1,13.8993,0.1750,0.7126,nan,nan,0.495650
1,13.8267,0.1798,0.7064,nan,nan,0.495352
1,14.1389,0.1821,0.7267,nan,nan,0.495040
1,13.7683,0.1766,0.7081,nan,nan,0.494820
1,13.8981,0.1732,0.7050,nan,nan,0.494629
1,13.9263,0.1755,0.7086,nan,nan,0.495114
1,12.6846,0.1553,0.7203,nan,nan,0.494570
1,13.7207,0.1824,0.7078,nan,nan,0.494299
1,13.7847,0.1812,0.6931,nan,nan,0.494832
1,13.9120,0.1841,0.6941,nan,nan,0.495206
1,13.8087,0.1821,0.7098,nan,nan,0.495037
1,13.8676,0.1771,0.7236,nan,nan,0.495194
1,13.5841,0.1724,0.7285,nan,nan,0.495534
1,13.9467,0.1853,0.7138,nan,nan,0.495835
1,13.8125,0.1796,0.7071,nan,nan,0.496375
1,14.0369,0.1849,0.7095,nan,nan,0.496711
1,14.2134,0.1938,0.7168,nan,nan,0.496945
1,13.7610,0.1751,0.7163,nan,nan,0.496962
1,14.1510,0.1805,0.7082,nan,nan,0.497314
1,13.7171,0.1762,0.7161,nan,nan,0.496820
1,13.8616,0.1894,0.7082,nan,nan,0.496524
1,13.4940,0.1769,0.7079,nan,nan,0.496490
1,13.8711,0.1797,0.7055,nan,nan,0.496022
1,13.6731,0.1807,0.7022,nan,nan,0.496443
1,13.6652,0.1790,0.6940,nan,nan,0.496108
1,13.7822,0.1747,0.7195,nan,nan,0.496770
1,13.8738,0.1818,0.7134,nan,nan,0.496216
1,13.6931,0.1798,0.7032,nan,nan,0.496853
1,14.0912,0.1805,0.6944,nan,nan,0.496349
1,13.9315,0.1828,0.7114,nan,nan,0.495796
1,13.8139,0.1879,0.7247,nan,nan,0.496430
1,13.8577,0.1796,0.6968,nan,nan,0.495966
1,13.5527,0.1670,0.7372,nan,nan,0.496493
1,14.0354,0.1880,0.7085,nan,nan,0.496226
1,13.8093,0.1741,0.7065,nan,nan,0.495804
1,13.2500,0.1771,0.7221,nan,nan,0.496426
1,13.9057,0.1890,0.7017,nan,nan,0.496881
1,13.7655,0.1682,0.7037,nan,nan,0.496550
1,13.7333,0.1764,0.7152,nan,nan,0.496070
1,13.9381,0.1765,0.7160,nan,nan,0.495815
1,14.1962,0.1856,0.6983,nan,nan,0.496044
1,13.3014,0.1722,0.6961,nan,nan,0.496163
1,13.6008,0.1740,0.7291,nan,nan,0.496265
1,13.5292,0.1765,0.6839,nan,nan,0.496819
1,13.6191,0.1686,0.7107,nan,nan,0.497068
1,13.8519,0.1734,0.7149,nan,nan,0.496806
1,13.6651,0.1853,0.7084,nan,nan,0.496704
1,14.2792,0.1954,0.6935,nan,nan,0.497289
1,13.6681,0.1800,0.6974,nan,nan,0.496965
1,14.0503,0.1831,0.7163,nan,nan,0.496540
1,13.6523,0.1765,0.7235,nan,nan,0.496332
1,13.7624,0.1777,0.7273,nan,nan,0.496852
1,13.8159,0.1776,0.7034,nan,nan,0.497394
1,13.7746,0.1821,0.7174,nan,nan,0.497174
1,13.2202,0.1646,0.7162,nan,nan,0.496641
1,13.6769,0.1809,0.6965,nan,nan,0.496580
1,14.0669,0.1932,0.6908,nan,nan,0.496038
1,13.3103,0.1732,0.7046,nan,nan,0.495763
1,13.3448,0.1709,0.6937,nan,nan,0.495396
1,13.7791,0.1773,0.7242,nan,nan,0.495964
1,13.6716,0.1832,0.6872,nan,nan,0.495509
1,13.6776,0.1805,0.7098,nan,nan,0.495048
1,13.9067,0.1861,0.7194,nan,nan,0.494512
1,14.0270,0.1844,0.6954,nan,nan,0.495129
1,13.5947,0.1790,0.6998,nan,nan,0.495068
1,14.1904,0.1851,0.7289,nan,nan,0.495508
1,13.7548,0.1736,0.7275,nan,nan,0.495690
1,13.8373,0.1761,0.7227,nan,nan,0.495483
1,13.8558,0.1807,0.6952,nan,nan,0.495024
1,13.6066,0.1769,0.7083,nan,nan,0.494500
1,13.5253,0.1784,0.7151,nan,nan,0.494439
1,13.6411,0.1822,0.7045,nan,nan,0.494311
1,13.7847,0.1792,0.7071,nan,nan,0.493877
1,13.9996,0.1930,0.6967,nan,nan,0.494394
1,13.7842,0.1844,0.6870,nan,nan,0.494006
1,13.4466,0.1719,0.7111,nan,nan,0.493544
1,13.3040,0.1735,0.7052,nan,nan,0.493781
1,13.7603,0.1796,0.7025,nan,nan,0.494257
1,13.7315,0.1763,0.7208,nan,nan,0.494745
1,13.8963,0.1841,0.7079,nan,nan,0.495005
1,14.3613,0.1876,0.7278,nan,nan,0.494656
1,14.0920,0.1861,0.6944,nan,nan,0.494162
1,13.8273,0.1892,0.6872,nan,nan,0.494541
1,13.7710,0.1817,0.7012,nan,nan,0.494038
1,13.7911,0.1878,0.7003,nan,nan,0.494138
1,13.3259,0.1740,0.6858,nan,nan,0.493686
1,13.5210,0.1720,0.6995,nan,nan,0.493794
1,13.7219,0.1842,0.6879,nan,nan,0.493277
1,13.9725,0.1837,0.7167,nan,nan,0.492776
1,13.8535,0.1814,0.7199,nan,nan,0.492282
1,13.5413,0.1742,0.7147,nan,nan,0.492170
1,13.6402,0.1733,0.6923,nan,nan,0.492060
1,13.4711,0.1757,0.7007,nan,nan,0.492170
1,14.0945,0.1878,0.7250,nan,nan,0.491663
1,14.0768,0.1818,0.7166,nan,nan,0.491850
1,13.4358,0.1812,0.7138,nan,nan,0.492361
1,13.8584,0.1828,0.7365,nan,nan,0.492916
1,14.0541,0.1841,0.7153,nan,nan,0.493006
1,13.7444,0.1803,0.7048,nan,nan,0.492494
1,13.6224,0.1753,0.6926,nan,nan,0.492502
1,13.6442,0.1704,0.7159,nan,nan,0.492168
1,13.9356,0.1894,0.7149,nan,nan,0.492575
1,13.6175,0.1815,0.6849,nan,nan,0.492980
1,13.5262,0.1857,0.7179,nan,nan,0.493286
1,14.1677,0.1765,0.7203,nan,nan,0.493634
1,13.4874,0.1761,0.6910,nan,nan,0.493127
1,12.8778,0.1602,0.7039,nan,nan,0.493340
1,13.9003,0.1858,0.7122,nan,nan,0.492833
1,13.9355,0.1941,0.6917,nan,nan,0.492327
1,13.4348,0.1688,0.7342,nan,nan,0.491997
1,13.9084,0.1892,0.6980,nan,nan,0.491528
1,13.4712,0.1706,0.7290,nan,nan,0.491042
1,13.5053,0.1823,0.7041,nan,nan,0.491233
1,13.9489,0.1859,0.7093,nan,nan,0.491763
1,13.3134,0.1706,0.7034,nan,nan,0.491268
1,13.7148,0.1825,0.7061,nan,nan,0.491717
1,13.5295,0.1677,0.7291,nan,nan,0.491563
1,13.3261,0.1704,0.7128,nan,nan,0.491059
1,13.6986,0.1780,0.7157,nan,nan,0.491510
1,13.9936,0.1820,0.7168,nan,nan,0.491586
1,13.6544,0.1816,0.7226,nan,nan,0.491752
1,14.0873,0.1840,0.7100,nan,nan,0.491485
1,13.5951,0.1817,0.6970,nan,nan,0.491447
1,13.6269,0.1768,0.7352,nan,nan,0.491947
1,13.5406,0.1810,0.6930,nan,nan,0.491882
1,13.5285,0.1771,0.7087,nan,nan,0.491679
1,13.7215,0.1736,0.6996,nan,nan,0.492187
1,13.5870,0.1734,0.7127,nan,nan,0.491892
1,13.4809,0.1682,0.7133,nan,nan,0.491413
1,13.9270,0.1762,0.6957,nan,nan,0.491219
1,13.4656,0.1789,0.7097,nan,nan,0.491466
1,13.8404,0.1729,0.7017,nan,nan,0.490967
1,13.4985,0.1686,0.7177,nan,nan,0.491458
1,13.3010,0.1794,0.7352,nan,nan,0.491325
1,13.6705,0.1809,0.6993,nan,nan,0.490949
1,14.0033,0.1763,0.7131,nan,nan,0.491580
1,13.8728,0.1733,0.7326,nan,nan,0.491806
1,13.6237,0.1806,0.7241,nan,nan,0.491395
1,13.9412,0.1827,0.7191,nan,nan,0.491205
1,13.3562,0.1717,0.7073,nan,nan,0.490791
1,13.0779,0.1599,0.7248,nan,nan,0.490609
1,13.0590,0.1706,0.7222,nan,nan,0.490131
1,13.2109,0.1718,0.7114,nan,nan,0.489736
1,13.6173,0.1811,0.7097,nan,nan,0.489300
1,13.8018,0.1778,0.7078,nan,nan,0.489236
1,13.2972,0.1740,0.7185,nan,nan,0.489594
1,13.5242,0.1723,0.7172,nan,nan,0.489608
1,13.6570,0.1765,0.7201,nan,nan,0.490138
1,13.3806,0.1677,0.7093,nan,nan,0.490562
1,13.6757,0.1739,0.7244,nan,nan,0.491076
1,13.4870,0.1679,0.7463,nan,nan,0.490594
1,13.1764,0.1630,0.7146,nan,nan,0.490986
1,13.2940,0.1621,0.7297,nan,nan,0.490555
1,13.3997,0.1669,0.7033,nan,nan,0.490166
1,13.4940,0.1784,0.7236,nan,nan,0.490644
1,13.6034,0.1716,0.6951,nan,nan,0.490407
1,13.4934,0.1776,0.7334,nan,nan,0.490129
1,13.2964,0.1642,0.7193,nan,nan,0.489963
1,13.8005,0.1789,0.7243,nan,nan,0.489799
1,14.1562,0.1909,0.7169,nan,nan,0.489370
1,13.6283,0.1728,0.7350,nan,nan,0.488908
1,13.7344,0.1750,0.7192,nan,nan,0.489361
1,13.3499,0.1728,0.7386,nan,nan,0.489166
1,13.7287,0.1751,0.7231,nan,nan,0.489267
