epoch,psnr,ssim,lpips,psnr_y,ssim_y,train_loss
1,13.6709,0.1803,0.7025,nan,nan,0.489136
1,13.7723,0.1798,0.7223,nan,nan,0.488839
1,13.4926,0.1823,0.7056,nan,nan,0.488483
1,13.3788,0.1745,0.7285,nan,nan,0.488831
1,13.7093,0.1741,0.6962,nan,nan,0.489200
1,14.1266,0.1892,0.7014,nan,nan,0.489674
1,13.3808,0.1675,0.7286,nan,nan,0.489200
1,13.7061,0.1690,0.7242,nan,nan,0.488761
1,13.5564,0.1695,0.7188,nan,nan,0.488295
1,13.5544,0.1660,0.7378,nan,nan,0.488737
1,13.8927,0.1846,0.7349,nan,nan,0.488823
1,13.6404,0.1677,0.7287,nan,nan,0.488573
1,13.7392,0.1731,0.7222,nan,nan,0.488565
1,13.7619,0.1713,0.7241,nan,nan,0.488714
1,13.7001,0.1760,0.7320,nan,nan,0.488656
1,13.5634,0.1819,0.7254,nan,nan,0.488982
1,13.7293,0.1704,0.7153,nan,nan,0.488516
1,13.3681,0.1749,0.7161,nan,nan,0.488308
1,13.5238,0.1666,0.7179,nan,nan,0.487944
1,13.2487,0.1779,0.7181,nan,nan,0.487486
1,13.5406,0.1815,0.7277,nan,nan,0.488049
1,13.4081,0.1707,0.7501,nan,nan,0.488223
1,13.4818,0.1785,0.7131,nan,nan,0.488366
1,13.5656,0.1768,0.7353,nan,nan,0.488391
1,13.4708,0.1786,0.7193,nan,nan,0.488938
1,13.6299,0.1745,0.7229,nan,nan,0.488506
1,13.7598,0.1790,0.7326,nan,nan,0.488626
1,13.4192,0.1712,0.7209,nan,nan,0.488303
1,13.7466,0.1785,0.6970,nan,nan,0.488361
1,13.8668,0.1771,0.7056,nan,nan,0.487921
1,13.6763,0.1783,0.7268,nan,nan,0.488459
1,13.8440,0.1841,0.6982,nan,nan,0.488977
1,13.5268,0.1807,0.7141,nan,nan,0.489385
1,13.5065,0.1763,0.7072,nan,nan,0.489480
1,13.2698,0.1749,0.7125,nan,nan,0.489865
1,13.7233,0.1771,0.7249,nan,nan,0.489436
1,13.7096,0.1717,0.7112,nan,nan,0.489119
1,13.1985,0.1628,0.7334,nan,nan,0.488682
1,13.9759,0.1781,0.7120,nan,nan,0.489021
1,13.6516,0.1769,0.7181,nan,nan,0.488563
1,13.7628,0.1766,0.7330,nan,nan,0.488246
1,13.7543,0.1810,0.7080,nan,nan,0.487799
1,13.7213,0.1743,0.7226,nan,nan,0.488093
1,13.7215,0.1763,0.7291,nan,nan,0.487754
1,14.0352,0.1952,0.7029,nan,nan,0.488241
1,13.7671,0.1757,0.7380,nan,nan,0.488023
1,13.1580,0.1680,0.7193,nan,nan,0.488443
1,13.5723,0.1748,0.7280,nan,nan,0.488966
1,13.4323,0.1737,0.7234,nan,nan,0.489399
1,13.5491,0.1758,0.7172,nan,nan,0.488977
1,13.2446,0.1655,0.7220,nan,nan,0.488526
1,13.2962,0.1643,0.7379,nan,nan,0.488092
1,13.9835,0.1779,0.7258,nan,nan,0.487710
1,13.8359,0.1836,0.7138,nan,nan,0.488083
1,12.7830,0.1642,0.7292,nan,nan,0.488353
1,14.0811,0.1790,0.7254,nan,nan,0.488085
1,13.7761,0.1820,0.7200,nan,nan,0.487977
1,13.6746,0.1729,0.7244,nan,nan,0.488082
1,13.5611,0.1751,0.7271,nan,nan,0.488143
1,14.1742,0.1870,0.7003,nan,nan,0.488662
1,13.9539,0.1821,0.7194,nan,nan,0.488447
1,13.7481,0.1838,0.6936,nan,nan,0.488628
1,13.7044,0.1755,0.7194,nan,nan,0.488581
1,13.6399,0.1829,0.7215,nan,nan,0.488736
1,13.2714,0.1687,0.7358,nan,nan,0.488294
1,13.6933,0.1728,0.7417,nan,nan,0.488766
1,13.7502,0.1737,0.7180,nan,nan,0.488367
1,13.5552,0.1785,0.7133,nan,nan,0.488268
1,13.0932,0.1710,0.7206,nan,nan,0.488621
1,13.8131,0.1828,0.7125,nan,nan,0.488234
1,13.5028,0.1707,0.7209,nan,nan,0.488170
1,13.8645,0.1843,0.7090,nan,nan,0.487923
1,13.2527,0.1685,0.7327,nan,nan,0.487718
1,13.6644,0.1770,0.7320,nan,nan,0.488222
1,13.8214,0.1825,0.7119,nan,nan,0.488738
1,13.6313,0.1764,0.7273,nan,nan,0.488315
1,13.9422,0.1858,0.7298,nan,nan,0.488762
1,13.9455,0.1842,0.7258,nan,nan,0.488651
1,13.4256,0.1648,0.7362,nan,nan,0.488228
1,13.8186,0.1779,0.7112,nan,nan,0.487878
1,13.6249,0.1804,0.7131,nan,nan,0.487674
1,13.4983,0.1727,0.7446,nan,nan,0.487255
1,13.7451,0.1786,0.7222,nan,nan,0.486859
1,13.2374,0.1678,0.7324,nan,nan,0.486555
1,13.3616,0.1728,0.7104,nan,nan,0.487025
1,13.3497,0.1766,0.7333,nan,nan,0.486844
1,13.5927,0.1691,0.7278,nan,nan,0.486531
1,13.3520,0.1702,0.7263,nan,nan,0.486208
1,13.6529,0.1714,0.7148,nan,nan,0.485964
1,13.5385,0.1757,0.7355,nan,nan,0.485571
1,13.6307,0.1759,0.7169,nan,nan,0.485290
1,13.8278,0.1855,0.7277,nan,nan,0.484962
1,13.7461,0.1799,0.7225,nan,nan,0.484589
1,13.5876,0.1804,0.7144,nan,nan,0.484397
1,13.3853,0.1742,0.7291,nan,nan,0.484725
1,13.9714,0.1791,0.7157,nan,nan,0.485208
1,13.5733,0.1722,0.7319,nan,nan,0.484784
1,13.4920,0.1768,0.7164,nan,nan,0.484885
1,13.5541,0.1694,0.7173,nan,nan,0.484540
1,13.3556,0.1628,0.7268,nan,nan,0.484466
1,14.0015,0.1845,0.7324,nan,nan,0.484301
1,14.0330,0.1849,0.7234,nan,nan,0.484725
1,13.5833,0.1757,0.7094,nan,nan,0.485072
1,13.6160,0.1715,0.7088,nan,nan,0.485454
1,13.4808,0.1726,0.7103,nan,nan,0.485418
1,14.3284,0.1912,0.7030,nan,nan,0.485837
1,13.4408,0.1642,0.7287,nan,nan,0.486324
1,13.6050,0.1769,0.7129,nan,nan,0.486149
1,13.7511,0.1801,0.7245,nan,nan,0.486585
1,13.2491,0.1716,0.7177,nan,nan,0.487079
1,13.4609,0.1729,0.7270,nan,nan,0.486655
1,13.7921,0.1839,0.7271,nan,nan,0.486354
1,13.1763,0.1714,0.7249,nan,nan,0.485939
1,13.5793,0.1814,0.7217,nan,nan,0.486143
1,13.4868,0.1819,0.7144,nan,nan,0.486590
1,13.1026,0.1685,0.7389,nan,nan,0.486171
1,13.0592,0.1776,0.7216,nan,nan,0.486183
1,13.5344,0.1735,0.7223,nan,nan,0.485836
1,13.4364,0.1690,0.7382,nan,nan,0.485722
1,13.4733,0.1733,0.7206,nan,nan,0.485298
1,13.6582,0.1711,0.7161,nan,nan,0.484879
1,13.5082,0.1773,0.7193,nan,nan,0.485014
1,12.9612,0.1650,0.7409,nan,nan,0.485368
1,13.6010,0.1791,0.7291,nan,nan,0.485362
1,13.3888,0.1706,0.7273,nan,nan,0.485273
1,13.2708,0.1699,0.7102,nan,nan,0.484917
1,13.5787,0.1796,0.7260,nan,nan,0.484652
1,13.6475,0.1783,0.7174,nan,nan,0.484604
1,13.4149,0.1719,0.7218,nan,nan,0.484285
1,13.6965,0.1819,0.7030,nan,nan,0.484058
1,13.3329,0.1681,0.7258,nan,nan,0.484503
1,13.1343,0.1628,0.7443,nan,nan,0.484169
1,13.3604,0.1772,0.7146,nan,nan,0.483877
1,13.5803,0.1686,0.7387,nan,nan,0.484145
1,13.6964,0.1806,0.7292,nan,nan,0.484005
1,13.5348,0.1773,0.7270,nan,nan,0.484304
1,13.5631,0.1749,0.7104,nan,nan,0.483932
1,13.6639,0.1737,0.7249,nan,nan,0.483539
1,13.5937,0.1810,0.7289,nan,nan,0.483903
1,13.4294,0.1684,0.7391,nan,nan,0.483834
1,13.5056,0.1736,0.7185,nan,nan,0.484317
1,13.7105,0.1820,0.7196,nan,nan,0.484442
1,13.6608,0.1805,0.7284,nan,nan,0.484911
1,13.4040,0.1734,0.7259,nan,nan,0.484837
1,13.4484,0.1756,0.7472,nan,nan,0.484685
1,13.0178,0.1648,0.7141,nan,nan,0.484291
1,13.6970,0.1819,0.7259,nan,nan,0.483974
1,13.5940,0.1847,0.7249,nan,nan,0.484090
1,13.3944,0.1723,0.7203,nan,nan,0.483710
1,13.9778,0.1828,0.7300,nan,nan,0.484199
1,13.3242,0.1720,0.7185,nan,nan,0.483805
1,13.5261,0.1813,0.7143,nan,nan,0.483566
1,13.4922,0.1704,0.7211,nan,nan,0.483314
1,13.3160,0.1708,0.7173,nan,nan,0.483570
1,13.1356,0.1718,0.7217,nan,nan,0.483178
1,13.5922,0.1768,0.7218,nan,nan,0.483102
1,13.8260,0.1832,0.7023,nan,nan,0.482704
1,14.0330,0.1927,0.7058,nan,nan,0.482359
1,13.3979,0.1819,0.7209,nan,nan,0.482630
1,13.2692,0.1677,0.7154,nan,nan,0.483035
1,13.8688,0.1816,0.7284,nan,nan,0.482692
1,13.6723,0.1723,0.7131,nan,nan,0.482847
1,13.6714,0.1781,0.7465,nan,nan,0.482693
1,13.5240,0.1745,0.7141,nan,nan,0.482339
1,13.4483,0.1737,0.7320,nan,nan,0.482024
1,13.8141,0.1799,0.7232,nan,nan,0.482420
1,13.5488,0.1804,0.7339,nan,nan,0.482473
1,13.0706,0.1705,0.7140,nan,nan,0.482809
1,14.0229,0.1891,0.7214,nan,nan,0.483304
1,13.6417,0.1814,0.6972,nan,nan,0.483771
1,13.9860,0.1857,0.7081,nan,nan,0.484150
1,13.8729,0.1880,0.6961,nan,nan,0.483946
1,13.7505,0.1786,0.7304,nan,nan,0.483572
1,13.5187,0.1808,0.7013,nan,nan,0.484015
1,13.5367,0.1738,0.7214,nan,nan,0.483705
1,13.4472,0.1641,0.7336,nan,nan,0.483321
1,13.3884,0.1736,0.7216,nan,nan,0.483661
1,14.0860,0.1823,0.7111,nan,nan,0.484156
1,13.4932,0.1788,0.7119,nan,nan,0.484524
1,13.7233,0.1780,0.7010,nan,nan,0.484445
1,13.8086,0.1830,0.7197,nan,nan,0.484077
1,13.8366,0.1857,0.7202,nan,nan,0.483804
1,13.5167,0.1765,0.7349,nan,nan,0.484151
1,13.3369,0.1736,0.7092,nan,nan,0.483925
1,13.5483,0.1817,0.7044,nan,nan,0.483957
1,13.3670,0.1745,0.7184,nan,nan,0.483713
1,13.6765,0.1840,0.7067,nan,nan,0.483541
1,13.7083,0.1820,0.7300,nan,nan,0.483716
1,13.6617,0.1820,0.7103,nan,nan,0.483396
1,13.1663,0.1717,0.7079,nan,nan,0.483043
1,14.0287,0.1816,0.7085,nan,nan,0.483415
1,13.9736,0.1900,0.7137,nan,nan,0.483236
1,13.7147,0.1766,0.7337,nan,nan,0.483540
1,13.6336,0.1746,0.7177,nan,nan,0.483198
1,13.8558,0.1836,0.7199,nan,nan,0.483344
1,13.6405,0.1706,0.7189,nan,nan,0.483214
1,14.1128,0.1855,0.7160,nan,nan,0.483309
1,13.3200,0.1607,0.7350,nan,nan,0.483689
1,13.5899,0.1791,0.7181,nan,nan,0.483696
1,14.0613,0.1892,0.7005,nan,nan,0.483607
1,13.4483,0.1760,0.7112,nan,nan,0.483268
1,13.3815,0.1657,0.7182,nan,nan,0.482984
1,13.8100,0.1815,0.7087,nan,nan,0.482801
1,13.6451,0.1805,0.7351,nan,nan,0.482945
1,13.9135,0.1804,0.7162,nan,nan,0.483157
1,13.7795,0.1796,0.7078,nan,nan,0.483277
1,13.6997,0.1790,0.7264,nan,nan,0.482911
1,13.8907,0.1825,0.7080,nan,nan,0.482582
1,13.7966,0.1885,0.7069,nan,nan,0.483045
1,13.0061,0.1708,0.7221,nan,nan,0.483129
1,13.5787,0.1803,0.7195,nan,nan,0.483270
1,13.2501,0.1785,0.7272,nan,nan,0.483578
1,13.8664,0.1823,0.7249,nan,nan,0.483764
1,13.8782,0.1803,0.7318,nan,nan,0.483965
1,14.0516,0.1837,0.7170,nan,nan,0.483581
1,13.2021,0.1656,0.7146,nan,nan,0.483757
1,13.3256,0.1682,0.7238,nan,nan,0.483522
1,13.2267,0.1664,0.7148,nan,nan,0.483608
1,13.6881,0.1788,0.7037,nan,nan,0.483579
1,13.8869,0.1861,0.7180,nan,nan,0.483209
1,13.8266,0.1818,0.7208,nan,nan,0.483243
1,13.0451,0.1638,0.7167,nan,nan,0.482861
1,13.7259,0.1787,0.7255,nan,nan,0.482703
1,13.2737,0.1716,0.7299,nan,nan,0.482840
1,13.8256,0.1833,0.7070,nan,nan,0.483287
1,13.6546,0.1827,0.7201,nan,nan,0.482957
1,13.6422,0.1753,0.7164,nan,nan,0.482624
1,13.1475,0.1539,0.7273,nan,nan,0.482779
1,13.6354,0.1786,0.7224,nan,nan,0.482511
1,13.7946,0.1787,0.7151,nan,nan,0.482229
1,13.8757,0.1785,0.7310,nan,nan,0.482087
1,13.2536,0.1680,0.7096,nan,nan,0.481842
1,13.7927,0.1872,0.7239,nan,nan,0.481511
1,13.6137,0.1774,0.7088,nan,nan,0.481267
1,13.5866,0.1729,0.7023,nan,nan,0.481248
1,13.6733,0.1782,0.7283,nan,nan,0.481014
1,13.5057,0.1776,0.7398,nan,nan,0.481420
1,13.5968,0.1744,0.7229,nan,nan,0.481052
1,13.2946,0.1736,0.7107,nan,nan,0.480999
1,13.4700,0.1816,0.7196,nan,nan,0.480671
1,13.5688,0.1766,0.7189,nan,nan,0.480332
1,13.9450,0.1811,0.7136,nan,nan,0.480061
1,13.9877,0.1825,0.7229,nan,nan,0.479738
1,13.6854,0.1782,0.7131,nan,nan,0.479639
1,13.2383,0.1725,0.7149,nan,nan,0.479414
1,13.6047,0.1791,0.6959,nan,nan,0.479628
1,13.5330,0.1765,0.7113,nan,nan,0.479963
1,13.6636,0.1794,0.6858,nan,nan,0.480056
1,13.6867,0.1802,0.7223,nan,nan,0.480163
1,13.5805,0.1848,0.7054,nan,nan,0.479789
1,13.1042,0.1686,0.7266,nan,nan,0.479617
1,13.3302,0.1721,0.7233,nan,nan,0.480045
1,13.7052,0.1773,0.7122,nan,nan,0.480485
1,13.3267,0.1812,0.7098,nan,nan,0.480119
1,13.7929,0.1783,0.7206,nan,nan,0.480571
1,13.1666,0.1624,0.7249,nan,nan,0.480300
1,13.5391,0.1746,0.7362,nan,nan,0.480354
1,13.2235,0.1734,0.7239,nan,nan,0.480185
1,13.2638,0.1763,0.7284,nan,nan,0.479930
1,13.2892,0.1768,0.7332,nan,nan,0.479567
1,13.7731,0.1781,0.7077,nan,nan,0.479449
1,13.7626,0.1775,0.7126,nan,nan,0.479197
1,14.0885,0.1793,0.7181,nan,nan,0.478860
1,13.5817,0.1763,0.7092,nan,nan,0.478632
1,13.8353,0.1783,0.7364,nan,nan,0.478510
1,13.3007,0.1732,0.7275,nan,nan,0.478265
1,14.0357,0.1884,0.7008,nan,nan,0.478052
1,13.4461,0.1819,0.7120,nan,nan,0.477899
1,13.7486,0.1754,0.7191,nan,nan,0.477986
1,13.2329,0.1751,0.7187,nan,nan,0.477669
1,13.7256,0.1754,0.7379,nan,nan,0.478092
1,13.9126,0.1796,0.7339,nan,nan,0.478185
1,13.4942,0.1749,0.7350,nan,nan,0.478532
1,13.5242,0.1824,0.6990,nan,nan,0.478352
1,13.6889,0.1757,0.7122,nan,nan,0.478069
1,13.8549,0.1762,0.7268,nan,nan,0.478259
1,13.4494,0.1815,0.7145,nan,nan,0.478526
1,13.3293,0.1652,0.7127,nan,nan,0.478225
1,13.4994,0.1803,0.7330,nan,nan,0.478286
1,13.8338,0.1717,0.7415,nan,nan,0.478337
1,13.7342,0.1783,0.7333,nan,nan,0.478416
1,13.8739,0.1810,0.7225,nan,nan,0.478703
1,13.5325,0.1771,0.7074,nan,nan,0.478533
1,13.4597,0.1764,0.7449,nan,nan,0.478904
1,13.4910,0.1765,0.7168,nan,nan,0.479342
1,13.6308,0.1786,0.7318,nan,nan,0.479719
1,13.6383,0.1825,0.7274,nan,nan,0.479429
1,13.6102,0.1651,0.7215,nan,nan,0.479524
1,13.4711,0.1664,0.7458,nan,nan,0.479185
1,13.5937,0.1787,0.7178,nan,nan,0.478831
1,13.5671,0.1663,0.7349,nan,nan,0.478782
1,13.6432,0.1793,0.7328,nan,nan,0.478551
1,13.2720,0.1702,0.7357,nan,nan,0.478291
1,13.6444,0.1700,0.7183,nan,nan,0.478648
1,13.5973,0.1769,0.7062,nan,nan,0.478419
1,13.8038,0.1804,0.7286,nan,nan,0.478063
1,13.3881,0.1658,0.7283,nan,nan,0.477918
1,13.2747,0.1662,0.7264,nan,nan,0.477924
1,13.2871,0.1685,0.7263,nan,nan,0.477938
1,13.7230,0.1869,0.7137,nan,nan,0.478133
1,13.4965,0.1761,0.7242,nan,nan,0.477857
1,13.9635,0.1846,0.7303,nan,nan,0.477517
1,13.5452,0.1818,0.7102,nan,nan,0.477919
1,13.4217,0.1746,0.7153,nan,nan,0.477833
1,13.6204,0.1812,0.7269,nan,nan,0.477490
1,13.6971,0.1808,0.6975,nan,nan,0.477585
1,13.8878,0.1826,0.7235,nan,nan,0.477995
1,13.5334,0.1782,0.7057,nan,nan,0.477666
1,13.4857,0.1744,0.7053,nan,nan,0.477416
1,13.6850,0.1825,0.7425,nan,nan,0.477253
1,13.6886,0.1786,0.7257,nan,nan,0.477346
1,13.6496,0.1869,0.7122,nan,nan,0.477666
1,13.8630,0.1784,0.7083,nan,nan,0.477552
1,13.3778,0.1703,0.7366,nan,nan,0.477312
1,13.2764,0.1780,0.7366,nan,nan,0.477134
1,13.4514,0.1740,0.7230,nan,nan,0.476983
1,13.1972,0.1648,0.7291,nan,nan,0.477268
1,13.6342,0.1815,0.7172,nan,nan,0.477539
1,13.1554,0.1791,0.7233,nan,nan,0.477188
1,13.6729,0.1753,0.7387,nan,nan,0.477332
1,13.5254,0.1740,0.6885,nan,nan,0.477526
1,13.3718,0.1613,0.7287,nan,nan,0.477860
1,13.6137,0.1730,0.7135,nan,nan,0.477529
1,13.4337,0.1759,0.7338,nan,nan,0.477207
1,13.5683,0.1790,0.7357,nan,nan,0.477609
1,13.5720,0.1808,0.7211,nan,nan,0.477742
1,13.8007,0.1854,0.7113,nan,nan,0.477807
1,13.8037,0.1793,0.6989,nan,nan,0.477656
1,13.8565,0.1775,0.7141,nan,nan,0.477309
1,13.5152,0.1809,0.7247,nan,nan,0.477032
1,14.0021,0.1870,0.7093,nan,nan,0.477279
1,13.3516,0.1689,0.7289,nan,nan,0.477107
1,13.6114,0.1773,0.7125,nan,nan,0.477512
1,13.9835,0.1820,0.7271,nan,nan,0.477456
1,13.6072,0.1695,0.7347,nan,nan,0.477364
1,13.3756,0.1755,0.7116,nan,nan,0.477045
1,13.2804,0.1707,0.7181,nan,nan,0.441826
2,13.6255,0.1722,0.7214,nan,nan,0.395651
3,13.7107,0.1788,0.7127,nan,nan,0.402968
4,13.6876,0.1662,0.7293,nan,nan,0.396904
5,13.3620,0.1678,0.7182,nan,nan,0.388981
6,13.3712,0.1696,0.7062,nan,nan,0.393576
7,13.3568,0.1784,0.7116,nan,nan,0.391321
8,13.2392,0.1717,0.7012,nan,nan,0.397535
9,13.7621,0.1786,0.7236,nan,nan,0.392926
10,13.2071,0.1670,0.7160,nan,nan,0.380870
